name,id,cot_type,servertime
345241,39760848,a-n-A-C-F-m,201705071805
AA7C64,39720558,a-n-A-C-F-m,201705071735
ICAO-AA2BA4,39786342,a-n-A-C-F-m,201705080645
ICAO-39BD24,39779081,a-n-A-C-F,201705072240
ICAO-A0B550,39784979,a-n-A-C-F-m,201705080620
3C64EC,39722268,a-n-A-C-F-m,201705071735
ICAO-A967EB,39785337,a-n-A-C-F-m,201705080630
AB7B02,39665831,a-n-A-C-F-m,201705071645
ICAO-A98F6A,39774509,a-n-A-C-F-m,201705072035
AB62F8,39798412,a-n-A-C-F-m,201705080850
AB62F8,39807312,a-n-A-C-F-m,201705080850
AD8C4C,39759541,a-n-A-C-F-m,201705071805
ICAO-A3612A,39765948,a-n-A-C-F-m,201705071840
A4337C,39743003,a-n-A-C-F-m,201705071755
A0DDFB,39744852,a-n-A-C-F-m,201705071800
ACBF63,39793303,a-n-A-C-F-m,201705080845
ICAO-A46CE1,39657723,a-n-A-C-F-m,201705071635
AA7C64,39719889,a-n-A-C-F-m,201705071730
AA7E7C,39678986,a-n-A-C-F-m,201705071700
C0193B,39732422,a-n-A-C-F-m,201705071750
ICAO-06A0F9,39789414,a-n-A-C-F,201705080805
A4337C,39734129,a-n-A-C-F-m,201705071750
A87904,39702340,a-n-A-C-F-m,201705071715
A8A3CE,39731018,a-n-A-C-F-m,201705071750
A2F591,39694547,a-n-A-C-F-m,201705071710
ICAO-A6FF58,39791121,a-n-A-C-F-s,201705080835
ABD19E,39661757,a-n-A-C-F-m,201705071640
AD935B,39712841,a-n-A-C-F-m,201705071725
ICAO-A364EA,39730759,a-n-A-C-F-m,201705071750
A0DDFB,39757857,a-n-A-C-F-m,201705071805
A8C802,39665558,a-n-A-C-F-m,201705071645
C0193B,39727075,a-n-A-C-F-m,201705071745
ICAO-A6FF58,39791824,a-n-A-C-F-s,201705080840
42423F,39661271,a-n-A-C-F-m,201705071640
AA60AF,39716049,a-n-A-C-F-m,201705071725
ICAO-AB355C,39791257,a-n-A-C-F-m,201705080835
ICAO-A0012F,39770847,a-n-A-C-F-m,201705071945
A12F78,39762013,a-n-A-C-F-m,201705071805
AD734A,39725159,a-n-A-C-F-m,201705071740
AAF183,39687404,a-n-A-C-F-m,201705071705
A8913B,39701678,a-n-A-C-F-m,201705071715
42423F,39662809,a-n-A-C-F-m,201705071645
A3FF61,39733091,a-n-A-C-F-m,201705071750
AA6F46,39713003,a-n-A-C-F-m,201705071725
ICAO-4843F3,39764818,a-n-A-C-F,201705071820
A66E52,39718698,a-n-A-C-F-m,201705071730
ICAO-AA2BA4,39786331,a-n-A-C-F-m,201705080645
ICAO-A2FCFF,39765659,a-n-A-C-F-m,201705071830
A71EFA,39674087,a-n-A-C-F-m,201705071655
A48681,39695196,a-n-A-C-F-m,201705071710
ICAO-A8AEF3,39773144,a-n-A-C-F-m,201705072020
A45091,39759432,a-n-A-C-F-m,201705071805
A38E11,39689955,a-n-A-C-F-m,201705071710
A48681,39689958,a-n-A-C-F-m,201705071710
3C64EC,39720538,a-n-A-C-F-m,201705071735
AA7C64,39719310,a-n-A-C-F-m,201705071730
ICAO-4006C1,39779955,a-n-A-C-F,201705072300
AA96E2,39708447,a-n-A-C-F-m,201705071720
AD9B28,39691766,a-n-A-C-F-m,201705071710
ICAO-AAABF6,39770914,a-n-A-C-F-m,201705071945
ABA7B0,39666431,a-n-A-C-F-m,201705071650
A35AAE,39717818,a-n-A-C-F-m,201705071730
A8C802,39668744,a-n-A-C-F-m,201705071650
A71EFA,39676738,a-n-A-C-F-m,201705071655
AA600A,39664559,a-n-A-C-F-m,201705071645
A84D62,39750887,a-n-A-C-F-m,201705071800
A2F591,39697430,a-n-A-C-F-m,201705071715
A2DCEE,39724598,a-n-A-C-F-m,201705071740
345241,39762798,a-n-A-C-F-m,201705071810
C06A39,39687488,a-n-A-C-F-m,201705071705
AD8C4C,39754019,a-n-A-C-F-m,201705071800
A8A3CE,39733251,a-n-A-C-F-m,201705071750
ICAO-4CC4FF,39770269,a-n-A-C-F,201705071940
ICAO-4CA74E,39704914,a-n-A-C-F,201705071720
A9B85B,39726671,a-n-A-C-F-m,201705071745
AB00CE,39659991,a-n-A-C-F-m,201705071640
ICAO-3C4B2B,39768374,a-n-A-C-F,201705071910
ICAO-A77B35,39775095,a-n-A-C-F-m,201705072040
ICAO-406D78,39777846,a-n-A-C-F,201705072210
345241,39763563,a-n-A-C-F-m,201705071810
AD734A,39723064,a-n-A-C-F-m,201705071740
AD734A,39724245,a-n-A-C-F-m,201705071740
A3FF61,39733203,a-n-A-C-F-m,201705071750
ICAO-A8AEF3,39772615,a-n-A-C-F-m,201705072015
C06A39,39680896,a-n-A-C-F-m,201705071700
AA6F46,39715613,a-n-A-C-F-m,201705071725
AA600A,39664439,a-n-A-C-F-m,201705071645
AA600A,39670964,a-n-A-C-F-m,201705071650
A96BA2,39689052,a-n-A-C-F-m,201705071705
ICAO-4006B0,39772584,a-n-A-C-F,201705072015
A84D62,39750799,a-n-A-C-F-m,201705071800
A84D62,39761499,a-n-A-C-F-m,201705071805
A96BA2,39695064,a-n-A-C-F-m,201705071710
AA60AF,39712308,a-n-A-C-F-m,201705071725
A8A3CE,39728664,a-n-A-C-F-m,201705071745
345241,39754465,a-n-A-C-F-m,201705071800
C06A39,39795342,a-n-A-C-F-m,201705080845
345241,39761327,a-n-A-C-F-m,201705071805
A262A9,39682504,a-n-A-C-F-m,201705071700
A98ED9,39707081,a-n-A-C-F-m,201705071720
ICAO-40655D,39763873,a-n-A-C-F,201705071810
A9B85B,39726069,a-n-A-C-F-m,201705071745
ICAO-AD488B,39789204,a-n-A-C-F-m,201705080800
C01EF7,39760832,a-n-A-C-F-m,201705071805
ICAO-A98F6A,39775342,a-n-A-C-F-m,201705072040
AA75EF,39721921,a-n-A-C-F-m,201705071735
ICAO-ABDCBE,39769838,a-n-A-C-F-m,201705071935
A71EFA,39674520,a-n-A-C-F-m,201705071655
ICAO-A2FBEC,39775860,a-n-A-C-F-m,201705072050
A3EE1F,39658089,a-n-A-C-F-m,201705071635
ACC3B4,39800363,a-n-A-C-F-m,201705080850
ICAO-4CAA33,39781028,a-n-A-C-F,201705072340
C06A39,39682339,a-n-A-C-F-m,201705071700
ICAO-A88E71,39661615,a-n-A-C-F-m,201705071640
A12BCD,39725665,a-n-A-C-F-m,201705071745
A63665,39679912,a-n-A-C-F-m,201705071700
ICAO-AAABF6,39770970,a-n-A-C-F-m,201705071950
AA6F46,39710638,a-n-A-C-F-m,201705071725
ICAO-47C5C9,39769061,a-n-A-C-F,201705071925
ABE42C,39670250,a-n-A-C-F-m,201705071650
42423F,39663217,a-n-A-C-F-m,201705071645
A6F00D,39808829,a-n-A-C-F-m,201705080850
A45091,39760046,a-n-A-C-F-m,201705071805
A6A7DC,39658270,a-n-A-C-F-m,201705071635
AB7B02,39666942,a-n-A-C-F-m,201705071650
A2F591,39681322,a-n-A-C-F-m,201705071700
AD734A,39723840,a-n-A-C-F-m,201705071740
ACCA88,39804493,a-n-A-C-F-m,201705080850
A45091,39756520,a-n-A-C-F-m,201705071805
ACC3B4,39796908,a-n-A-C-F-m,201705080845
C0410E,39731057,a-n-A-C-F-m,201705071750
AB4BA6,39691483,a-n-A-C-F-m,201705071710
A791C0,39761521,a-n-A-C-F-m,201705071805
C01EF7,39761589,a-n-A-C-F-m,201705071805
A96BA2,39688931,a-n-A-C-F-m,201705071705
ICAO-A6FF58,39791095,a-n-A-C-F-s,201705080835
A87904,39698074,a-n-A-C-F-m,201705071715
C0410E,39726775,a-n-A-C-F-m,201705071745
A8C802,39672274,a-n-A-C-F-m,201705071655
AA7C64,39720122,a-n-A-C-F-m,201705071730
AD846F,39736134,a-n-A-C-F-m,201705071755
ICAO-ABEC03,39786139,a-n-A-C-F-m,201705080640
ICAO-406C6D,39770042,a-n-A-C-F,201705071935
AA8B40,39695244,a-n-A-C-F-m,201705071710
ICAO-A4FDDB,39785740,a-n-A-C-F-m,201705080635
ICAO-40073D,39767585,a-n-A-C-F,201705071905
E80244,39683974,a-n-A-C-F-m,201705071705
A85119,39794404,a-n-A-C-F-m,201705080845
AA8B40,39698988,a-n-A-C-F-m,201705071715
AB1971,39699301,a-n-A-C-F-m,201705071715
A6A7DC,39659970,a-n-A-C-F-m,201705071640
A2F591,39691894,a-n-A-C-F-m,201705071710
AD734A,39724111,a-n-A-C-F-m,201705071740
A84D62,39752943,a-n-A-C-F-m,201705071800
A63665,39676210,a-n-A-C-F-m,201705071655
ICAO-406C39,39773385,a-n-A-C-F,201705072020
A6A7DC,39660873,a-n-A-C-F-m,201705071640
ICAO-4006A8,39776796,a-n-A-C-F,201705072130
AA600A,39666521,a-n-A-C-F-m,201705071650
ICAO-4CAAFB,39763745,a-n-A-C-F,201705071810
A63665,39683964,a-n-A-C-F-m,201705071705
ICAO-A16EC2,39777640,a-n-A-C-F-m,201705072205
ICAO-AC82F8,39783831,a-n-A-C-F-m,201705080540
A7FED0,39705516,a-n-A-C-F-m,201705071720
A35AAE,39717458,a-n-A-C-F-m,201705071730
AA600A,39663535,a-n-A-C-F-m,201705071645
A6FA94,39666812,a-n-A-C-F-m,201705071650
C0193B,39733703,a-n-A-C-F-m,201705071750
A403F4,39711948,a-n-A-C-F-m,201705071725
A38E11,39684505,a-n-A-C-F-m,201705071705
A6F00D,39801507,a-n-A-C-F-m,201705080850
A262A9,39674338,a-n-A-C-F-m,201705071655
ICAO-ABA324,39735703,a-n-A-C-F-m,201705071755
A1D10C,39664771,a-n-A-C-F-m,201705071645
ACCA88,39794549,a-n-A-C-F-m,201705080845
A71EFA,39676002,a-n-A-C-F-m,201705071655
ICAO-398904,39771692,a-n-A-C-F,201705071955
ICAO-A3C3E0,39776176,a-n-A-C-F-m,201705072055
A3FF61,39736956,a-n-A-C-F-m,201705071755
ABA7B0,39664827,a-n-A-C-F-m,201705071645
A8E813,39805741,a-n-A-C-F-m,201705080850
AA56B6,39709785,a-n-A-C-F-m,201705071720
42423F,39663880,a-n-A-C-F-m,201705071645
ACCA88,39794009,a-n-A-C-F-m,201705080845
42423F,39664645,a-n-A-C-F-m,201705071645
345241,39755154,a-n-A-C-F-m,201705071800
A8A3CE,39733575,a-n-A-C-F-m,201705071750
ICAO-A88E71,39661313,a-n-A-C-F-m,201705071640
ABD536,39806129,a-n-A-C-F-m,201705080850
AA60AF,39704830,a-n-A-C-F-m,201705071720
ICAO-479089,39782114,a-n-A-C-F,201705080020
A35AAE,39794104,a-n-A-C-F-m,201705080845
AD734A,39722840,a-n-A-C-F-m,201705071740
AB62F8,39809081,a-n-A-C-F-m,201705080850
ICAO-A845F4,39792099,a-n-A-C-F-m,201705080840
A6F00D,39803814,a-n-A-C-F-m,201705080850
A262A9,39675329,a-n-A-C-F-m,201705071655
A8A3CE,39732201,a-n-A-C-F-m,201705071750
42423F,39664367,a-n-A-C-F-m,201705071645
ICAO-AB6800,39787816,a-n-A-C-F-m,201705080725
A7FED0,39707869,a-n-A-C-F-m,201705071720
AA7E7C,39669954,a-n-A-C-F-m,201705071650
ICAO-A98BCA,39684615,a-n-A-C-F-m,201705071705
A1AA24,39657331,a-n-A-C-F-m,201705071635
ICAO-A1804C,39785193,a-n-A-C-F-m,201705080625
ICAO-A14BDE,39790735,a-n-A-C-F-m,201705080830
AD8BED,39728932,a-n-A-C-F-m,201705071745
AA75EF,39720965,a-n-A-C-F-m,201705071735
A8C802,39672264,a-n-A-C-F-m,201705071655
ICAO-A94B0A,39788359,a-n-A-C-F-m,201705080745
A6FA94,39665145,a-n-A-C-F-m,201705071645
ICAO-4007F9,39742550,a-n-A-C-F,201705071755
A7ED31,39666600,a-n-A-C-F-m,201705071650
A262A9,39673170,a-n-A-C-F-m,201705071655
E80244,39680643,a-n-A-C-F-m,201705071700
A8A3CE,39734436,a-n-A-C-F-m,201705071750
AA75EF,39724149,a-n-A-C-F-m,201705071740
ACC3B4,39792387,a-n-A-C-F-m,201705080845
AA56B6,39716210,a-n-A-C-F-m,201705071725
A3EE1F,39658460,a-n-A-C-F-m,201705071635
A403F4,39714557,a-n-A-C-F-m,201705071725
A8A3CE,39731701,a-n-A-C-F-m,201705071750
ABF826,39702825,a-n-A-C-F-m,201705071715
AB4BA6,39691484,a-n-A-C-F-m,201705071710
AA56B6,39709888,a-n-A-C-F-m,201705071720
A8299A,39669568,a-n-A-C-F-m,201705071650
ADE2B8,39807908,a-n-A-C-F-m,201705080850
AACF19,39757847,a-n-A-C-F-m,201705071805
A84D62,39754833,a-n-A-C-F-m,201705071800
A9D86C,39710143,a-n-A-C-F-m,201705071720
ICAO-A3C3E0,39776198,a-n-A-C-F-m,201705072055
A262A9,39674748,a-n-A-C-F-m,201705071655
ICAO-4D20B7,39771133,a-n-A-C-F,201705071950
ICAO-4006AF,39776420,a-n-A-C-F,201705072115
C0193B,39731616,a-n-A-C-F-m,201705071750
C06A39,39688734,a-n-A-C-F-m,201705071705
AD734A,39721694,a-n-A-C-F-m,201705071735
ABA7B0,39667257,a-n-A-C-F-m,201705071650
ACCA88,39792989,a-n-A-C-F-m,201705080845
ACC3B4,39806646,a-n-A-C-F-m,201705080850
3C64EC,39719854,a-n-A-C-F-m,201705071730
A4337C,39733737,a-n-A-C-F-m,201705071750
A9C5C5,39793726,a-n-A-C-F-m,201705080845
A9C5C5,39803940,a-n-A-C-F-m,201705080850
ICAO-AB6800,39787824,a-n-A-C-F-m,201705080725
A45091,39755706,a-n-A-C-F-m,201705071805
A9B85B,39724032,a-n-A-C-F-m,201705071740
AA60AF,39705349,a-n-A-C-F-m,201705071720
A8A3CE,39727202,a-n-A-C-F-m,201705071745
ICAO-4BA893,39782743,a-n-A-C-F,201705080205
A6FA94,39666395,a-n-A-C-F-m,201705071650
A0DDFB,39741638,a-n-A-C-F-m,201705071755
ADE2B8,39805305,a-n-A-C-F-m,201705080850
A12BCD,39729711,a-n-A-C-F-m,201705071750
A1AA24,39660768,a-n-A-C-F-m,201705071640
ICAO-3C7201,39768671,a-n-A-C-F,201705071915
ABA7B0,39666252,a-n-A-C-F-m,201705071645
A791C0,39758122,a-n-A-C-F-m,201705071805
ICAO-40073D,39767366,a-n-A-C-F,201705071900
ACC3B4,39795056,a-n-A-C-F-m,201705080845
A87904,39696123,a-n-A-C-F-m,201705071710
ICAO-A0012F,39770701,a-n-A-C-F-m,201705071945
C01EF7,39756842,a-n-A-C-F-m,201705071805
4BA956,39692518,a-n-A-C-F-m,201705071710
ABE42C,39670442,a-n-A-C-F-m,201705071650
A1AA24,39659457,a-n-A-C-F-m,201705071640
A96BA2,39688978,a-n-A-C-F-m,201705071705
A98ED9,39716636,a-n-A-C-F-m,201705071730
ICAO-A1DC60,39765788,a-n-A-C-F-m,201705071835
ICAO-896171,39775866,a-n-A-C-F,201705072050
A2F591,39697708,a-n-A-C-F-m,201705071715
A87904,39697723,a-n-A-C-F-m,201705071715
A87904,39696153,a-n-A-C-F-m,201705071710
AA600A,39668805,a-n-A-C-F-m,201705071650
A45091,39754606,a-n-A-C-F-m,201705071800
42423F,39664729,a-n-A-C-F-m,201705071645
ABE42C,39671145,a-n-A-C-F-m,201705071650
ICAO-A364EA,39785696,a-n-A-C-F-m,201705080635
ICAO-AB2AE1,39781956,a-n-A-C-F-m,201705080000
ICAO-503DAF,39766356,a-n-A-C-F,201705071850
345241,39763607,a-n-A-C-F-m,201705071810
AACF19,39757800,a-n-A-C-F-m,201705071805
C01EF7,39762067,a-n-A-C-F-m,201705071805
A3EE1F,39659813,a-n-A-C-F-m,201705071640
A84D62,39755166,a-n-A-C-F-m,201705071800
ICAO-A0F4A2,39723776,a-n-A-C-F-m,201705071740
ICAO-A11F5A,39781613,a-n-A-C-F-m,201705072350
A35AAE,39717856,a-n-A-C-F-m,201705071730
42423F,39664063,a-n-A-C-F-m,201705071645
A3EE1F,39658705,a-n-A-C-F-m,201705071640
3C7065,39795271,a-n-A-C-F-m,201705080845
ICAO-AB39F0,39768184,a-n-A-C-F-m,201705071910
AA60AF,39716716,a-n-A-C-F-m,201705071730
ICAO-A4322C,39679503,a-n-A-C-F-s,201705071700
A2F591,39695985,a-n-A-C-F-m,201705071710
AD8BED,39734046,a-n-A-C-F-m,201705071750
A65527,39711197,a-n-A-C-F-m,201705071725
C0193B,39727767,a-n-A-C-F-m,201705071745
A8299A,39673338,a-n-A-C-F-m,201705071655
ICAO-AA2BA4,39772393,a-n-A-C-F-m,201705072010
ICAO-AAABF6,39719562,a-n-A-C-F-m,201705071730
A2F591,39695076,a-n-A-C-F-m,201705071710
ICAO-A845F4,39791898,a-n-A-C-F-m,201705080840
ICAO-ABD691,39765955,a-n-A-C-F-m,201705071840
ICAO-4B1884,39779531,a-n-A-C-F,201705072245
AB1971,39703740,a-n-A-C-F-m,201705071720
ICAO-47C5CA,39776067,a-n-A-C-F,201705072055
AA60AF,39712511,a-n-A-C-F-m,201705071725
ICAO-4D2130,39780320,a-n-A-C-F,201705072310
ICAO-AB355C,39791309,a-n-A-C-F-m,201705080835
ICAO-A0012F,39770709,a-n-A-C-F-m,201705071945
ICAO-ABA324,39772324,a-n-A-C-F-m,201705072010
ICAO-A894F2,39786565,a-n-A-C-F-m,201705080655
3C64EC,39718873,a-n-A-C-F-m,201705071730
ICAO-A0012F,39770792,a-n-A-C-F-m,201705071945
A6A7DC,39658149,a-n-A-C-F-m,201705071635
A63665,39680601,a-n-A-C-F-m,201705071700
AA7E7C,39677582,a-n-A-C-F-m,201705071655
ICAO-A71F24,39784664,a-n-A-C-F-m,201705080610
A8299A,39678441,a-n-A-C-F-m,201705071700
ICAO-AAABF6,39720830,a-n-A-C-F-m,201705071735
A2F591,39691660,a-n-A-C-F-m,201705071710
A38E11,39690232,a-n-A-C-F-m,201705071710
A836FB,39671834,a-n-A-C-F-m,201705071655
ACC3B4,39804601,a-n-A-C-F-m,201705080850
ICAO-4005BA,39781309,a-n-A-C-F,201705072345
3C64EC,39720467,a-n-A-C-F-m,201705071735
AB7B02,39671614,a-n-A-C-F-m,201705071655
ICAO-ABA324,39710777,a-n-A-C-F-m,201705071725
A85119,39801956,a-n-A-C-F-m,201705080850
ICAO-4005C1,39773753,a-n-A-C-F,201705072025
ICAO-A71F24,39780164,a-n-A-C-F-m,201705072305
ICAO-06A0F9,39789433,a-n-A-C-F,201705080805
AA7C64,39719556,a-n-A-C-F-m,201705071730
A654CB,39732535,a-n-A-C-F-m,201705071750
AD846F,39752393,a-n-A-C-F-m,201705071800
A9B85B,39721892,a-n-A-C-F-m,201705071735
AA8B40,39695679,a-n-A-C-F-m,201705071710
ICAO-AA01A2,39755226,a-n-A-C-F-m,201705071800
ACCA88,39793660,a-n-A-C-F-m,201705080845
A98ED9,39718662,a-n-A-C-F-m,201705071730
ACCA88,39798863,a-n-A-C-F-m,201705080850
AD4F72,39806743,a-n-A-C-F-m,201705080850
A45091,39761208,a-n-A-C-F-m,201705071805
A6A7DC,39662663,a-n-A-C-F-m,201705071645
ICAO-AA2BA4,39772396,a-n-A-C-F-m,201705072010
ICAO-A6CB48,39702369,a-n-A-C-F-m,201705071715
ICAO-479089,39782158,a-n-A-C-F,201705080020
ICAO-AABA9A,39774865,a-n-A-C-F-m,201705072035
A4337C,39740893,a-n-A-C-F-m,201705071755
A8913B,39693334,a-n-A-C-F-m,201705071710
A8C802,39663760,a-n-A-C-F-m,201705071645
ICAO-4D20B7,39771225,a-n-A-C-F,201705071950
A96BA2,39693867,a-n-A-C-F-m,201705071710
ICAO-AA2BA4,39786266,a-n-A-C-F-m,201705080645
345241,39762114,a-n-A-C-F-m,201705071805
ICAO-AA589C,39778105,a-n-A-C-F-m,201705072220
A43EA6,39688341,a-n-A-C-F-m,201705071705
A6FA94,39666409,a-n-A-C-F-m,201705071650
A66E52,39719196,a-n-A-C-F-m,201705071730
AA8B40,39695304,a-n-A-C-F-m,201705071710
ICAO-A658DE,39687057,a-n-A-C-F-m,201705071705
ICAO-ACEA99,39661372,a-n-A-C-F-m,201705071640
A96BA2,39691303,a-n-A-C-F-m,201705071710
ABA7B0,39661174,a-n-A-C-F-m,201705071640
ICAO-A6C6C8,39766925,a-n-A-C-F-m,201705071855
C0193B,39730200,a-n-A-C-F-m,201705071750
345241,39754609,a-n-A-C-F-m,201705071800
AA7C64,39720765,a-n-A-C-F-m,201705071735
ICAO-A658DE,39682738,a-n-A-C-F-m,201705071700
AA60AF,39713687,a-n-A-C-F-m,201705071725
C01EF7,39755790,a-n-A-C-F-m,201705071805
A8A3CE,39729168,a-n-A-C-F-m,201705071745
345241,39755854,a-n-A-C-F-m,201705071805
A0DDFB,39751263,a-n-A-C-F-m,201705071800
A45091,39753944,a-n-A-C-F-m,201705071800
ICAO-A4460E,39787351,a-n-A-C-F-m,201705080720
AA7E7C,39669170,a-n-A-C-F-m,201705071650
AACF19,39755200,a-n-A-C-F-m,201705071800
ICAO-48AE02,39770663,a-n-A-C-F,201705071945
ICAO-A71F24,39784554,a-n-A-C-F-m,201705080605
A66E52,39720110,a-n-A-C-F-m,201705071730
ICAO-4067F8,39775433,a-n-A-C-F,201705072040
C0193B,39730622,a-n-A-C-F-m,201705071750
AAF183,39686981,a-n-A-C-F-m,201705071705
A84D62,39760127,a-n-A-C-F-m,201705071805
3C64EC,39722618,a-n-A-C-F-m,201705071740
AD734A,39722030,a-n-A-C-F-m,201705071735
AA8B40,39698942,a-n-A-C-F-m,201705071715
ICAO-ACD5AD,39753574,a-n-A-C-F-m,201705071800
A71EFA,39676374,a-n-A-C-F-m,201705071655
ICAO-A6CB48,39707338,a-n-A-C-F-m,201705071720
3C64EC,39721761,a-n-A-C-F-m,201705071735
A8299A,39673773,a-n-A-C-F-m,201705071655
A45091,39755289,a-n-A-C-F-m,201705071800
A262A9,39675395,a-n-A-C-F-m,201705071655
AA7E7C,39669941,a-n-A-C-F-m,201705071650
ICAO-AB6800,39787788,a-n-A-C-F-m,201705080725
AA75EF,39721778,a-n-A-C-F-m,201705071735
A3FF61,39729643,a-n-A-C-F-m,201705071750
A2F591,39683028,a-n-A-C-F-m,201705071700
ICAO-ABD627,39764000,a-n-A-C-F-m,201705071810
AD9712,39710606,a-n-A-C-F-m,201705071725
ABA7B0,39663041,a-n-A-C-F-m,201705071645
ABF826,39693418,a-n-A-C-F-m,201705071710
A2F591,39691878,a-n-A-C-F-m,201705071710
ICAO-896185,39773239,a-n-A-C-F,201705072020
AA60AF,39715323,a-n-A-C-F-m,201705071725
A98ED9,39714963,a-n-A-C-F-m,201705071725
ICAO-A8AEF3,39772652,a-n-A-C-F-m,201705072015
AABD2B,39707269,a-n-A-C-F-m,201705071720
ICAO-AAABF6,39720363,a-n-A-C-F-m,201705071735
A791C0,39760547,a-n-A-C-F-m,201705071805
A87904,39695404,a-n-A-C-F-m,201705071710
A7FED0,39706354,a-n-A-C-F-m,201705071720
ICAO-4CAA33,39781136,a-n-A-C-F,201705072340
A4337C,39735605,a-n-A-C-F-m,201705071755
A4337C,39734003,a-n-A-C-F-m,201705071750
A2F591,39686813,a-n-A-C-F-m,201705071705
A2F591,39687834,a-n-A-C-F-m,201705071705
AA8B40,39695974,a-n-A-C-F-m,201705071710
A8A3CE,39727941,a-n-A-C-F-m,201705071745
A3FF61,39731717,a-n-A-C-F-m,201705071750
ICAO-A75AC7,39790369,a-n-A-C-F-m,201705080825
ICAO-A03B91,39764078,a-n-A-C-F-m,201705071810
A2F591,39683217,a-n-A-C-F-m,201705071700
A791C0,39753951,a-n-A-C-F-m,201705071800
A1AA24,39659682,a-n-A-C-F-m,201705071640
3C64EC,39721540,a-n-A-C-F-m,201705071735
AD734A,39724603,a-n-A-C-F-m,201705071740
42423F,39660752,a-n-A-C-F-m,201705071640
A7FED0,39704508,a-n-A-C-F-m,201705071720
A2F591,39690699,a-n-A-C-F-m,201705071710
A35AAE,39715316,a-n-A-C-F-m,201705071725
C0193B,39734368,a-n-A-C-F-m,201705071750
A8A3CE,39737218,a-n-A-C-F-m,201705071755
ICAO-40058A,39767465,a-n-A-C-F,201705071900
ACCA88,39796241,a-n-A-C-F-m,201705080845
A6082F,39694927,a-n-A-C-F-m,201705071710
AAF183,39686153,a-n-A-C-F-m,201705071705
ICAO-AC3DD5,39778208,a-n-A-C-F-m,201705072225
AD734A,39725610,a-n-A-C-F-m,201705071745
AA6F46,39711784,a-n-A-C-F-m,201705071725
ICAO-A46CE1,39658775,a-n-A-C-F-m,201705071640
A2DCEE,39723212,a-n-A-C-F-m,201705071740
AA8B40,39692120,a-n-A-C-F-m,201705071710
ICAO-4BA9D3,39777563,a-n-A-C-F,201705072155
A262A9,39674656,a-n-A-C-F-m,201705071655
A63665,39684579,a-n-A-C-F-m,201705071705
ICAO-4006B0,39772563,a-n-A-C-F,201705072015
AD846F,39752816,a-n-A-C-F-m,201705071800
A8913B,39696237,a-n-A-C-F-m,201705071710
AD4F72,39809086,a-n-A-C-F-m,201705080850
A403F4,39699574,a-n-A-C-F-m,201705071715
ABA7B0,39665206,a-n-A-C-F-m,201705071645
A7FED0,39701219,a-n-A-C-F-m,201705071715
AA8B40,39695923,a-n-A-C-F-m,201705071710
AA7E7C,39672294,a-n-A-C-F-m,201705071655
A71EFA,39674781,a-n-A-C-F-m,201705071655
A84D62,39751421,a-n-A-C-F-m,201705071800
AA7E7C,39680090,a-n-A-C-F-m,201705071700
ICAO-AE0224,39773436,a-n-A-C-F,201705072020
ICAO-A14BDE,39790720,a-n-A-C-F-m,201705080830
ICAO-AAABF6,39720853,a-n-A-C-F-m,201705071735
AB62F8,39794711,a-n-A-C-F-m,201705080845
AB1971,39700838,a-n-A-C-F-m,201705071715
AACF19,39742909,a-n-A-C-F-m,201705071755
A71EFA,39673525,a-n-A-C-F-m,201705071655
ICAO-AA2BA4,39786368,a-n-A-C-F-m,201705080645
AA7C64,39720411,a-n-A-C-F-m,201705071735
3C64EC,39716092,a-n-A-C-F-m,201705071725
A3FF61,39733539,a-n-A-C-F-m,201705071750
A0DDFB,39757803,a-n-A-C-F-m,201705071805
ICAO-A923EF,39774701,a-n-A-C-F-m,201705072035
ICAO-4B1884,39779661,a-n-A-C-F,201705072250
AB4BA6,39685912,a-n-A-C-F-m,201705071705
C0193B,39731524,a-n-A-C-F-m,201705071750
A6FA94,39665500,a-n-A-C-F-m,201705071645
ICAO-4B1884,39779689,a-n-A-C-F,201705072250
ICAO-ADC2A7,39658159,a-n-A-C-F-m,201705071635
ICAO-C01D7E,39768029,a-n-A-C-F,201705071910
AA7E7C,39674740,a-n-A-C-F-m,201705071655
A3EE1F,39657714,a-n-A-C-F-m,201705071635
A262A9,39682615,a-n-A-C-F-m,201705071700
ICAO-AA1DCD,39776336,a-n-A-C-F-m,201705072105
A836FB,39673670,a-n-A-C-F-m,201705071655
A63665,39681234,a-n-A-C-F-m,201705071700
A2DCEE,39725111,a-n-A-C-F-m,201705071740
ADE2B8,39793665,a-n-A-C-F-m,201705080845
ICAO-A11F9D,39776873,a-n-A-C-F-m,201705072130
AA7E7C,39681140,a-n-A-C-F-m,201705071700
A63665,39681165,a-n-A-C-F-m,201705071700
A8E813,39803932,a-n-A-C-F-m,201705080850
ICAO-A124B5,39769744,a-n-A-C-F-m,201705071935
C06A39,39797324,a-n-A-C-F-m,201705080850
A836FB,39681590,a-n-A-C-F-m,201705071700
ICAO-4006AC,39778213,a-n-A-C-F,201705072225
A6A7DC,39657892,a-n-A-C-F-m,201705071635
ICAO-A18403,39766792,a-n-A-C-F-m,201705071855
A9B85B,39728469,a-n-A-C-F-m,201705071745
AB4BA6,39688228,a-n-A-C-F-m,201705071705
C01EF7,39761898,a-n-A-C-F-m,201705071805
A2F591,39686487,a-n-A-C-F-m,201705071705
A8C802,39670419,a-n-A-C-F-m,201705071650
